id.only,url,author,title,year,multiple_grad_year,degree_level,degree_name,downloads
63227,http://hdl.handle.net/1957/56558,"McGonagall, Odhran Mason","Exploring Income, Housing Space, and Cultural Perceptions in Relationship to Food Security in Full-time RV Households",2016,-1,Master's,Master of Arts (M.A.) in Applied Anthropology,104
63137,http://hdl.handle.net/1957/56498,"Clark, Adam M., 1983-",Family Communication Patterns and Adolescent Emotional Well-being : Cross Classification of Mother-child and Father-child Interactions,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Human Development and Family Studies,599
63184,http://hdl.handle.net/1957/56514,"Gryczkowski, Landon","Surface Water and Groundwater Interactions in the Walla Walla River, Northeast Oregon, USA : A Multi-Method Field-Based Approach",2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Water Resources Engineering,282
63216,http://hdl.handle.net/1957/56543,"Cowan, Ariel D.",Recovering Lost Ground : Effects of Soil Burn Intensity on Nutrients and Ectomycorrhiza Communities of Ponderosa Pine Seedlings,2016,-1,Master's,Master of Science (M.S.) in Forest Ecosystems and Society,256
63941,http://hdl.handle.net/1957/57269,"Barsamian, Adam L.",Investigation of Chain Extension Approaches for the Stereoselective Reagent-Controlled Synthesis of alpha-Heteroatom Substituted Alkyl Boronic Esters,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Chemistry,171
63633,http://hdl.handle.net/1957/57045,"Utevsky, Elinor S.","Geochemistry of Plutonic Rocks of the Western Cascades, Washington & Oregon : Relationship to Crustal Segmentation and Ore Genesis",2016,-1,Master's,Master of Science (M.S.) in Geology,81
63632,http://hdl.handle.net/1957/57050,"Krebs, Eric J.",Theory of Inhomogeneous Fluids,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Physics,241
63840,http://hdl.handle.net/1957/57167,"Burns, Patrick O.",Multi-hazard Damage and Loss Assessment of Bridge Networks,2016,-1,Master's,Master of Science (M.S.) in Civil Engineering,188
63841,http://hdl.handle.net/1957/57193,"Salinas, Natalia R.",Validation of Molecular Markers Associated with Perpetual Flowering (PF) and Soluble Solids Content (SSC) in Strawberry (Fragaria xananassa Duch. ex Rozier),2016,-1,Master's,Master of Science (M.S.) in Horticulture,298
63876,http://hdl.handle.net/1957/57196,"McDaniel, Allexander M.",Evaluating the Sustainability of an Advanced Biofuel Using Attributional and Consequential Life Cycle Assessments,2016,-1,Master's,Master of Science (M.S.) in Biological and Ecological Engineering,159
63843,http://hdl.handle.net/1957/57189,"Dickey, Bailey J.",Metabolomic Profiling of Natural Products from Two Tolypocladium Fungal Species as Part of An Evolutionary Genomics Study,2016,-1,Master's,Master of Science (M.S.) in Pharmacy,9
63900,http://hdl.handle.net/1957/57467,"Kloster, Rebecca",On the Imaging of Rip Currents in X-band Radar,2016,-1,Master's,Master of Science (M.S.) in Civil Engineering,201
64195,http://hdl.handle.net/1957/57491,"Seeno, Elizabeth A.",Predicting the spatial variability in soil properties using DSM across Malheur National Forest,2016,-1,Master's,Master of Science (M.S.) in Soil Science,278
63925,http://hdl.handle.net/1957/57537,"Peltz, Meghan Lynne",The Role of Alcohol Content on Sensory Aroma Detection Thresholds in Beer,2016,-1,Master's,Master of Science (M.S.) in Food Science and Technology,353
64351,http://hdl.handle.net/1957/57653,"Rao, Pratish Ramesh",Study of Interphase in Polylactic Acid and Cellulose Nanocrystal Composite Films,2016,-1,Master's,Master of Science (M.S.) in Materials Science,158
64542,http://hdl.handle.net/1957/57828,"Fuller, Kevin J.",Frank and Friendly Pressure : U.S. Liberal Interventionism in the Early Cold War,2016,-1,Master's,Master of Arts in Interdisciplinary Studies (M.A.I.S.),202
64637,http://hdl.handle.net/1957/57899,"Frentress, Jay","The role of near-stream zones on flow, chemistry and isotopic composition at the headwater scale",2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Water Resources Science,11
64648,http://hdl.handle.net/1957/57904,"Rodriguez Matiz, David Esteban",Evaluation of the Effect of Chloride Ingress and Freeze-Thaw Cycles on Electrical Resistivity of Reinforced Concrete,2016,-1,Master's,Master of Science (M.S.) in Civil Engineering,68
64613,http://hdl.handle.net/1957/57905,"Harthcock, Colin",Zero Kinetic Energy Photoelectron Spectroscopy of Polycyclic Aromatic Hydrocarbons,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Chemistry,51
64654,http://hdl.handle.net/1957/57948,"Ghanbartehrani, Saeed",Efficient Algorithms for Solving the Median Problem on Real Road Networks,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Industrial Engineering,39
64710,http://hdl.handle.net/1957/57949,"Longway, Lucas J.",Comparing Ectomycorrhizal Communities of Understory Giant Chinquapin (Chrysolepis chrysophylla) and Overstory Pinaceae Trees in a Mixed Conifer Forest in Central Oregon,2016,-1,Master's,Master of Science (M.S.) in Forest Ecosystems and Society,131
64724,http://hdl.handle.net/1957/57951,"Wang, Yunqi",High-Resolution mm-wave Digitally Controlled Oscillator in CMOS,2016,-1,Master's,Master of Science (M.S.) in Electrical and Computer Engineering,326
64722,http://hdl.handle.net/1957/57967,"Luc, Jonathan H.",Automated Synthesis of Hybrid Energy Network Optimization using A* & Ensemble Forecasting,2016,-1,Master's,Master of Science (M.S.) in Mechanical Engineering,113
64753,http://hdl.handle.net/1957/57976,"Gomez, Fabian A.","Modeling Transport, Retention, and Growth of Early Life Stages of Small Pelagic Fishes in the Southern Humboldt System",2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Oceanography,32
64767,http://hdl.handle.net/1957/57981,"Jones, Kristin N.",Combined Effects of Intensive Forest Management and Microclimate on Reproduction in a Cavity-Nesting Songbird,2016,-1,Master's,Master of Science (M.S.) in Forest Ecosystems and Society,175
64793,http://hdl.handle.net/1957/58005,"Wei, Youran",Characterization of Oxide Growth of Aluminum Alloy 6061 for Nuclear Research and Test Reactors,2016,-1,Master's,Master of Science (M.S.) in Materials Science,20
64794,http://hdl.handle.net/1957/58010,"Gleason, Daniel A. (Daniel Armstrong)",Explore Oregon Forests : A Web-Based Educational Tool for Connecting Forestry and Tourism,2016,-1,Master's,Master of Science (M.S.) in Forest Ecosystems and Society,153
64768,http://hdl.handle.net/1957/58013,"Bailey, Kendall",Out of the Mouths of Users : Examining User-Developer Feedback Loops Facilitated by App Stores,2016,-1,Master's,Master of Science (M.S.) in Computer Science,202
64749,http://hdl.handle.net/1957/58062,"Belcher, Araby Ruth","Identifying QTLs for Sustainability Traits (Disease Resistance and Malt Quality) in the Facultative/Winter 6-rowed Elite Malting Barley GWAS Panel, the TCAP FAC-WIN6",2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Crop Science,302
64858,http://hdl.handle.net/1957/58078,"Garcia-Chitwood, Jean",Community Colleges Creating Academic Programming for Rural Areas,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Education,15
64880,http://hdl.handle.net/1957/58086,"Gustavson, Elspeth",Community Perceptions of Recreation Management and Experiences in the Oregon State University Research Forests,2016,-1,Master's,Master of Science (M.S.) in Forest Ecosystems and Society,7
64886,http://hdl.handle.net/1957/58088,"Bullock, Claude George III","A Practical, Ethical Critique of Hydraulic Fracturing and the Shale Gas Extraction Process",2016,-1,Master's,Master of Arts (M.A.) in Applied Ethics,143
64889,http://hdl.handle.net/1957/58101,"Maluangnont, Sasiwan",Teacher Candidates' Noticing of Instructional Features in the Context of an Ambitious Mathematics Teacher Education Program,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Mathematics Education,219
64908,http://hdl.handle.net/1957/58137,"Olvera, Monica L.",An Oregonian Jarabe : Danza FolklÃ_rica and Mexicana Mothers,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Human Development and Family Studies,8
64944,http://hdl.handle.net/1957/58140,"Chalishazar, Vishvas",Nanostructured Optical Devices for Biosensing Applications,2016,-1,Master's,Master of Science (M.S.) in Electrical and Computer Engineering,267
64903,http://hdl.handle.net/1957/58143,"Harter, Jackson R.",Predicting Thermal Conductivity in Nuclear Fuels using Rattlesnake-Based Deterministic Phonon Transport Simulations,2016,-1,Master's,Master of Science (M.S.) in Nuclear Engineering,256
64956,http://hdl.handle.net/1957/58149,"Zhao, Peng",Racemic and Enantioselective Synthesis of Cavicularin,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Chemistry,132
64945,http://hdl.handle.net/1957/58186,"DiGiulio, Jennifer","Reconstructing the Physical Record of a Four-Million-Year Volcanic System : Geochemistry, Thermobarometry, and Geologic Map of the Mount Jefferson Area, Oregon",2016,-1,Master's,Master of Science (M.S.) in Geology,196
64963,http://hdl.handle.net/1957/58187,"Caffrey, Emily Amanda",Development and Application of Voxelized Dosimetric Models for Biota : Characterization of the Uncertainty in the International Commission on Radiological Protection's Wildlife Dosimetry System,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Radiation Health Physics,176
64954,http://hdl.handle.net/1957/58188,"Li, Bosong",Effect of Imprinting Process on Fracture Behavior of a Zr-based Bulk Metallic Glass,2016,-1,Master's,Master of Science (M.S.) in Materials Science,101
64974,http://hdl.handle.net/1957/58314,"Creech, Tyler Graydon",Landscape-Level Approaches to Desert Bighorn Sheep (Ovis canadensis nelsoni) Conservation in a Changing Environment,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Wildlife Science,13
65325,http://hdl.handle.net/1957/58419,"Mirzaei, Babak",Durability Assessment of Wood Composites Using Fracture Mechanics,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Materials Science,211
65296,http://hdl.handle.net/1957/58420,"Pourbagheri, Saeed",Noise and Blocker Cancellation Techniques for Power and Area Efficient Wireless Receivers,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Electrical and Computer Engineering,287
65393,http://hdl.handle.net/1957/58471,"McNeff, Patrick Scot",Force Prediction in the Compression Sealing of an Ultra-thin Elastoviscoplastic Membrane,2016,-1,Master's,Master of Science (M.S.) in Industrial Engineering,5
65468,http://hdl.handle.net/1957/58557,"Porquez, Jessica M.","Spatiotemporal Drivers of Seabird Distribution at the Pacific Marine Energy Center off Newport, Oregon",2016,-1,Master's,Master of Science (M.S.) in Marine Resource Management,168
65470,http://hdl.handle.net/1957/58558,"Mather, Andrea (Andrea Jae)",Wheeled Mobility Devices Performance and Passive Securement Systems,2016,-1,Master's,Master of Science (M.S.) in Civil Engineering,84
65482,http://hdl.handle.net/1957/58560,"Akudibillah, Gordon Amed",Optimizing HIV Treatment in Resource-Limited Settings,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Environmental Science,113
65505,http://hdl.handle.net/1957/58561,"Yatskov, Mikhail A.",The Impact of Disturbance on Carbon Stores and Dynamics in Forests of Coastal Alaska,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Forest Science,261
65571,http://hdl.handle.net/1957/58627,"Ghodke, Chaitanya Deepak",DNS study of Particle-bed-Turbulence Interactions in Oscillatory Flows,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Mechanical Engineering,58
65506,http://hdl.handle.net/1957/58653,"Zeuthen, Eric D.",Radiation Emissions from Turbulent Diffusion Flames Burning Large Hydrocarbon Fuels,2016,-1,Master's,Master of Science (M.S.) in Mechanical Engineering,260
65618,http://hdl.handle.net/1957/58683,"Mackereth, Kailan F.","Juvenile Coho Salmon (Oncorhynchus kisutch) Diet in Brackish and Freshwater Habitats in the Stream-estuary Ecotones of Coos Bay, Oregon",2016,-1,Master's,Master of Science (M.S.) in Fisheries Science,109
65741,http://hdl.handle.net/1957/58804,"Umhoefer, Joseph G.",Interpolation Schemes for Two Dimensional Flow with Applications,2016,-1,Master's,Master of Science (M.S.) in Mathematics,141
65783,http://hdl.handle.net/1957/58815,"Leydet, David J.",Eastward Routing of Glacial Lake Agassiz Runoff caused the Younger Dryas Cold Event,2016,-1,Master's,Master of Science (M.S.) in Geography,284
65820,http://hdl.handle.net/1957/58879,"Nguyen-Huu, Duong","Network Coding, Random Matrices, and Their Applications to Communication Systems",2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Electrical and Computer Science,115
65830,http://hdl.handle.net/1957/58876,"Lapis, Trina J.","Human Taste Perception of Starch Hydrolysis Products : Target Substrates, Potential Mechanism, Quality, and Factors of Influence",2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Food Science and Technology,130
66266,http://hdl.handle.net/1957/59136,"Wu, Yili",Investigation of Styrene-Free Unsaturated Polyester Resins for Fiber-Reinforced Composites,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Chemical Engineering,8
66276,http://hdl.handle.net/1957/59140,"Chang, Eun Wook",Evaluating the Usefulness of a Functional Test Battery for Determining Return to Full Activity in Females with Anterior Cruciate Ligament Reconstruction,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Kinesiology,71
66271,http://hdl.handle.net/1957/59145,"Rogan-Klyve, Allyson M.",Characterization and Mediation of K-12 Science Teachers' Implementation of the Next Generation Science Standards,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Science Education,106
66298,http://hdl.handle.net/1957/59157,"Barner, Allison K.",Predictability and Constraints on the Structure of Ecological Communities in the Context of Climate Change,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Zoology,29
66227,http://hdl.handle.net/1957/59178,"Hemstrom, William",Thirty-four Kilometers and Fifteen Years : Rapid Adaptation at a Novel Chromosomal Inversion in Recently Introduced Deschutes River Three-spined Stickleback,2016,-1,Master's,Master of Science (M.S.) in Fisheries Science,25
66129,http://hdl.handle.net/1957/59185,"Foster, Lee (Lee Jacob)","Resource Selection, and Demographic Rates of Female Greater Sage-Grouse Following Large-Scale Wildfire",2016,-1,Master's,Master of Science (M.S.) in Wildlife Science,49
66269,http://hdl.handle.net/1957/59209,"Kemper, Joseph B.",Groundwater Flooding and Guerrilla Trenches : a Participatory Approach for Flood Control,2016,-1,Master's,Master of Science (M.S.) in Water Resources Engineering,87
66072,http://hdl.handle.net/1957/59214,"Nabi, Md Tahmid-un",Mapping Software Development Tool Design to Information Foraging Theory,2016,-1,Master's,Master of Science (M.S.) in Computer Science,100
66230,http://hdl.handle.net/1957/59216,"Naylor, Jamie",An Investigation of Age-Related Differences in Value-Driven Attentional Capture,2016,-1,Master's,Master of Arts in Interdisciplinary Studies (M.A.I.S.),94
66005,http://hdl.handle.net/1957/59223,"Wall, Rylan R.",Institutional Support for Queer International Students in U.S. Higher Education,2016,-1,Master's,Master of Science (M.S.) in College Student Services Administration,79
66233,http://hdl.handle.net/1957/59283,"Thielke, Lauren E.",Effects of Intranasal Oxytocin on Attachment in Pet Dogs (Canis lupus familiaris),2016,-1,Master's,Master of Science (M.S.) in Animal Sciences,5
66253,http://hdl.handle.net/1957/59396,"Li, Qianyun",Electric Machine Capability Characterization for Actuators in Disaster Response Robots,2016,-1,Master's,Master of Science (M.S.) in Electrical and Computer Engineering,36
66119,http://hdl.handle.net/1957/59558,"Savotkina, Alexandra A.","Nuclear Power Plant Siting in the Columbia River Basin: Current Trends, Effects of Climate Change, and Associated Uncertainties",2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Geography,106
63005,http://hdl.handle.net/1957/56333,"Johnson, Nathan Christopher","Population Ecology of the Mariana Swiftlet (Aerodramus bartschi) on O'ahu, Hawaiian Islands",2016,-1,Master's,Master of Science (M.S.) in Wildlife Science,1026
62961,http://hdl.handle.net/1957/56289,"Dunn, Christopher J.","Mixed-Severity Fire Effects on Biological Legacies and Vegetation Response in Pseudotsuga Forests of Western Oregon's Central Cascades, USA",2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Forest Resources,225
62834,http://hdl.handle.net/1957/56323,"Gianella, Tygh N.",Ground Improvement and Liquefaction Mitigation using Driven Timber Piles,2016,-1,Master's,Master of Science (M.S.) in Civil Engineering,60
62900,http://hdl.handle.net/1957/56291,"Pack, Samantha J.",Canyon Grasslands of the Hells Canyon National Recreation Area : How have they changed over time and what is their future trajectory?,2016,-1,Master's,Master of Science (M.S.) in Rangeland Science,157
63017,http://hdl.handle.net/1957/56356,"Del Moro, Sarah K.",Ammonia Volatilization from Nitrogen Fertilizers and Wastewater Reuse in the Columbia Basin,2016,-1,Master's,Master of Science (M.S.) in Soil Science,220
63023,http://hdl.handle.net/1957/56376,"Carpenter, Trenton James",Predicting Aerodynamic Loads on Highly Flexible Membrane Wings,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Mechanical Engineering,489
62992,http://hdl.handle.net/1957/56394,"Spickerman, Kaleigh","Lichen Functional Trait Variation Along an East-West Climatic Gradient in Oregon and Among
Habitats in Katmai National Park, Alaska",2016,-1,Master's,Master of Science (M.S.) in Botany and Plant Pathology,481
63067,http://hdl.handle.net/1957/56455,"Hall, Austin (Austin Garrett)",Drop it like itâ€™s Hot : Combining DTS and Temperature Modeling to Evaluate Stream Restoration on the Middle Fork of the John Day River,2016,-1,Master's,Master of Science (M.S.) in Water Resources Engineering,265
63209,http://hdl.handle.net/1957/56560,"Pattawong, Ommidala",Computational Investigation and Prediction of Mechanisms and Stereocontrol in Complex Organic Reactions,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Chemistry,154
63903,http://hdl.handle.net/1957/57276,"Sotelo, Dominique L.",Clinical Development for Paraprofessional Counselors : A 12 Session Protocol,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Counseling,181
63635,http://hdl.handle.net/1957/57115,"NoroozOliaee, MohammadJavad",Design and Analysis of Distributed Resource Allocation Techniques for Large-Scale Dynamic Spectrum Access Networks,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Computer Science,38
63591,http://hdl.handle.net/1957/57046,"Needham, Shana M.",The Impact of Causal Uncertainty on Dyadic Satisfaction,2016,-1,Master's,Master of Arts in Interdisciplinary Studies (M.A.I.S.),184
63844,http://hdl.handle.net/1957/57190,"Knecht, Andrea L.",Defining PAH and Oxygen-substituted PAH-dependent Developmental and Adult Toxicity in Zebrafish,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Molecular and Cellular Biology,10
63842,http://hdl.handle.net/1957/57166,"Castillo, Jessica A.","Population Genetics of American Pika (Ochotona princeps) : Investigating Gene Flow and Genetic Diversity Across Multiple, Complex Landscapes",2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Wildlife Science,33
63932,http://hdl.handle.net/1957/57262,"Rafia, Lida",Gendered Leadership? Female Community College Presidents and their Leadership Behaviors,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Education,191
63917,http://hdl.handle.net/1957/57241,"Rahanjam, Mehrdad",A Comprehensive Methodology for Measuring the Performance of Transit Networks,2016,-1,Master's,Master of Science (M.S.) in Industrial Engineering,233
63924,http://hdl.handle.net/1957/57416,"Thompson, Kevin A.",The Factors Affecting the Diets of Groundfish in the Gulf of Alaska : Ecological and Modeling Considerations,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Fisheries Science,84
63899,http://hdl.handle.net/1957/57429,"O'Brien, Melanie (Melanie Sue)",Flights,2016,-1,Master's,Master of Fine Arts (M.F.A.) in Creative Writing,9
64033,http://hdl.handle.net/1957/57465,"Daly, Shane (Shane Ryan)",Chemometrics-based Approach for Predicting Low Temperature Combustion Engine Fuel Performance,2016,-1,Master's,Master of Science (M.S.) in Mechanical Engineering,17
64194,http://hdl.handle.net/1957/57482,"Skalland, Timothy Michael",An Evaluation of Design and Inference in Special Topics of Group Sequential Procedures,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Statistics,154
64208,http://hdl.handle.net/1957/57496,"Wentworth, Andrew Michael",Flow-Solute : A Tool for Exploring the Effects of Nitrogen Management in Alternative Future Scenarios,2016,-1,Master's,Master of Science (M.S.) in Water Resources Science,266
64574,http://hdl.handle.net/1957/57849,"Bowen, Kristie J.",Predictors of Completion : The Influence of Academic and Non-Academic Environmental Factors on Baccalaureate Completion Among Community College Transfer Students,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Education,66
64350,http://hdl.handle.net/1957/57906,"Jernigan, William",Generalizing the Idea Garden : Principles and Contexts,2016,-1,Master's,Master of Science (M.S.) in Computer Science,94
64622,http://hdl.handle.net/1957/57908,"Lazewatsky, Daniel A.",Making the Unconscious Unconscious : Reclaiming Microinteractions for People with Motor Disabilities,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Robotics,78
64624,http://hdl.handle.net/1957/57928,"Keeling, Matthew (Matthew Jared)",The Mathematical Knowledge for Teaching of First Year Mathematics Graduate Teaching Assistants : The Case of Exponential Functions,2016,-1,Master's,Master of Science (M.S.) in Mathematics,264
64633,http://hdl.handle.net/1957/57927,"Holland-Rich, Teresa A.",Perceptions of Washington State Community College Administrators about the Northwest Commission for Colleges and Universities' New Regional Accreditation Standards,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Education,6
64685,http://hdl.handle.net/1957/57918,"Serrill, Jeffrey D.",Characterization of the Mechanistic Basis for the Cytotoxic Activity of Select Macrocyclic Natural Products against Glioblastoma Cells,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Pharmacy,11
64675,http://hdl.handle.net/1957/57939,"Gray, Kyle L. (Kyle Lee)",A 5 GHz Wi-Fi Receiver Front End with 4x80 MHz Channels for a High Accuracy Indoor Localization System,2016,-1,Master's,Master of Science (M.S.) in Electrical and Computer Engineering,203
64678,http://hdl.handle.net/1957/57947,"Brown, Matthew Eugene",Effectual Entrepreneurship and its Application to a Microfluidics R&D Startup,2016,-1,Master's,Master of Business Administration (M.B.A.) in Business Administration,9
64734,http://hdl.handle.net/1957/57962,"Mazarei, Vandad",Synergistic Effects of Alkali Silica Reaction (ASR) and Fly Ash on the Corrosion Characteristics of Reinforced Concrete Systems,2016,-1,Master's,Master of Science (M.S.) in Civil Engineering,11
64731,http://hdl.handle.net/1957/57964,"Mileham, Michelle A.",Using Narratives to Document Environmental Identities and Connection to Nature : A Case Study of Aquarium Staff and Volunteers,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Environmental Sciences,72
64746,http://hdl.handle.net/1957/57975,"Laleicke, Paul Frederik",Non-Destructive Detection and Monitoring of Durability Issues in Wood Panels under Accelerated-Weathering,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Wood Science,29
64798,http://hdl.handle.net/1957/58008,"Finch, Bryson E.",Photo-enhanced Toxicity of Oil Constituents and Corexit 9500 to Gulf of Mexico Marine Organisms,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Toxicology,7
64859,http://hdl.handle.net/1957/58061,"Hayden-Lewis, Katherine A.",A Theoretical and Research Exploration of Identity Development in Young Adults Who Have Experienced Psychosis or Schizophrenia,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Counseling,7
64867,http://hdl.handle.net/1957/58091,"Wiseman, Nicole S.","""We see that we are not like the others"" : A Case Study Exploring the Consequences of Structural Violence for the Marseillaises",2016,-1,Master's,Master of Arts (M.A.) in Applied Anthropology,212
64948,http://hdl.handle.net/1957/58150,"Omar, Mohamed",Degradation of N-Nitrosodimethylamine Using Photo-Catalysis and Microreactor Technology : Experimentation and Modeling,2016,-1,Master's,Master of Science (M.S.) in Chemical Engineering,150
64960,http://hdl.handle.net/1957/58217,"Freitas, Shawn Robert",In-situ Surface Modification of Wood with Different Hot Press Platen Metallurgies,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Wood Science,40
65207,http://hdl.handle.net/1957/58315,"Alberti, Anthony L.",Steady State Modeling of the Minimum Critical Core of the Transient Reactor Test Facility,2016,-1,Master's,Master of Science (M.S.) in Nuclear Engineering,160
65481,http://hdl.handle.net/1957/58548,"Moore, Alicia K. V.",Evaluating Outcomes-Based Funding in Community Colleges,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Education,14
65496,http://hdl.handle.net/1957/58562,"Brown, Nathaniel M.",Advances in Freshwater Cyanobacterial Genomics,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Microbiology,18
65509,http://hdl.handle.net/1957/58615,"Tanaree, Dan D.",Ruminal Biodegradation of Heterocyclic Toxic Compounds,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Microbiology,17
65591,http://hdl.handle.net/1957/58650,"Dobie, Michael",Transcriptome Responses of the Nitrifying Bacteria Nitrosomonas europaea and Nitrobacter hamburgensis to Low Oxygen,2016,-1,Master's,Master of Science (M.S.) in Microbiology,166
65614,http://hdl.handle.net/1957/58682,"Choi, Na Hyung","Late Pleistocene Slip Rate along the Panamint Valley Fault System, Eastern California",2016,-1,Master's,Master of Science (M.S.) in Geology,186
65608,http://hdl.handle.net/1957/58678,"Koch, Elizabeth C.","""I've lived on these streets, and these streets aren't pretty"" : The Life Stories of Corvallis Homeless Women",2016,-1,Master's,"Master of Arts (M.A.) in Women, Gender, and Sexuality Studies",131
65610,http://hdl.handle.net/1957/58679,"Robinson, Bruce R. (Bruce Reid)",Exploring Vitamin B9 Diversity for the Nutritional Improvement of Potato,2016,-1,Master's,Master of Science (M.S.) in Crop Science,11
65766,http://hdl.handle.net/1957/58801,"Sohn, Dongwha","Distribution, Abundance, and Settlement of Slope-spawning Flatfish during Early Life Stages in the Eastern Bering Sea",2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Oceanography,142
65879,http://hdl.handle.net/1957/58953,"Kim, MooSong","Differences in University Students' Self-Determined Motivation, Perceived Competence, and Physical Activity Behavior at Institutions with Either a Required or an Elective Physical Activity Education Policy",2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Exercise and Sport Science,65
65968,http://hdl.handle.net/1957/58989,"Ogba, O. Maduka",Towards the Routine Computational Investigation of Complex Organocatalysis and Reaction Processes,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Chemistry,9
65873,http://hdl.handle.net/1957/58902,"Sard, Nicholas M.",Investigating Demographic and Evolutionary Factors Important for Fish Reintroduction,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Fisheries Science,104
65768,http://hdl.handle.net/1957/58924,"Emerson, Dana M.",African American Males' Perceptions of Success while Attending Community College,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Education,10
66182,http://hdl.handle.net/1957/59076,"Spagnoli, Sean",Pseudoloma neurophilia in the Zebrafish (Danio rerio) : Consequences of Infection on Neurobehavioral and Biomedical Research using a Burgeoning Model Organism,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Comparative Health Sciences,17
66006,http://hdl.handle.net/1957/59078,"Dunnell, Kelsey Liann",Understanding Host-Pathogen Interactions in the Sphaerulina musiva-Populus Pathosystem,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Botany and Plant Pathology,16
66132,http://hdl.handle.net/1957/59105,"Ju, Jennie",An Exploratory Study of How Southeast Asian American Female College Students Experience Family Dynamics,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Counseling,33
66139,http://hdl.handle.net/1957/59108,"Gruss, Daniel S.",Quantum and Classical Simulation of Electronic Transport at the Nanoscale,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Physics,19
66222,http://hdl.handle.net/1957/59109,"Miao, Yu",COâ‚‚ Reduction in Microscale-Based Corona Reactor : Experiments and Modeling,2016,-1,Doctoral,Doctor of Philosophy (Ph. D.) in Chemical Engineering,11
66040,http://hdl.handle.net/1957/59142,"Anderson, Margaret D. (Margaret Dawn)",Reach Out and Touch Faith,2016,-1,Master's,Master of Fine Arts (M.F.A.) in Creative Writing,6
66250,http://hdl.handle.net/1957/59154,"Brueck, Chris L.",Exploring Colloid Transport in Unsaturated Porous Media Using X-Ray Microtomography,2016,-1,Master's,Master of Science (M.S.) in Environmental Engineering,11
